Metin,metin_lemmatized
Gayet kullanışlı..,"['gayet', 'kullanışlı']"
fiyatına göre gayet iyi kilonuz fazlaysa tavsiye etmem,"['fiyat', 'göre', 'gayet', 'iyi', 'kilo', 'fazla', 'tavsiye', 'et']"
beklediğimden küçüktü ama kaliteli,"['bekledik', 'küçük', 'kaliteli']"
göründüğünden biraz küçük ama kalite iyi,"['göründüğünde', 'biraz', 'küçük', 'kalite', 'iyi']"
"Ürün fiyatına göre iyi, çok kalite beklemeyin. Ancak bu fiyata alınabilecek bir ürün.","['ürün', 'fiyat', 'göre', 'iyi', 'kalite', 'bekle', 'ancak', 'fiyat', 'alınabil', 'bir', 'ürün']"
Sırtı birazcık dik duruyor ama fiyatına gore harika????,"['sırt', 'birazcık', 'dik', 'dur', 'fiyat', '', 'harika']"
"Hem fiyat , hem kalitesi açısında gayet güzel beğendim. Teşekkürler","['fiyat', 'kalite', 'açı', 'gayet', 'güzel', 'beğen', 'teşekkür']"
kalitesi çok kötü deri koltuk hiç rahat değil süngeri cok ince rahatsiz oluyorsun oturunca icinde fatura yok kurulum şeması yokdu iade ettim,"['kalite', 'kötü', 'deri', 'koltuk', 'rahat', 'değil', 'sünger', '', 'ince', '', 'ol', 'oturunca', '', 'fatura', 'yok', 'kurulu', 'şema', '', 'iade', 'et']"
Ürün sipariş verdiğim tarihten tam 1 ay sonra elime ulaştı.Teslimat gecikti.Paketleme inanılmaz özensiz sadece patpat plastik ile sarılmış sağı solu delinmiş şekilde geldi ve toz pis içindeydi.Büyükler azıcık fazla kilolu insanlar asla sığmaz.Oturma yeri küçük.Ancak Çocuklar ders çalışırken bilgisayar kullanırken oturabilirler.Oturma yeri ve yaslanma yerini bağlayan akordeon çok kötü bir plastikten yapılmış çirkin duruyor.Plastik yerleri kalitesiz plastikten yapılmış.1 ay bekledi oğlum hevesle kurdum fakat beğenmedim içime sinmedi.Oğlum kullanmak istedi bu yüzden iade etmeyeceğim.Almak isteyenlere tavsiye etmiyorum.Ayrıca bu firmadan bir daha alışveriş yapmayı düşünmüyorum.,"['ürün', 'sipariş', 'verdik', 'tarih', 'tam', 'ay', 'sonra', 'elim', '', '', 'inanılmaz', 'özensiz', 'sade', 'patpat', 'plastik', 'sarıl', 'sağı', 'solu', 'delin', 'şekil', 'gel', 'toz', 'pis', '', 'azıcık', 'fazla', 'kilolu', 'insan', 'asla', '', 'yer', '', 'çocuk', 'ders', 'çalış', 'bilgisayar', 'kullan', '', 'yer', 'yaslan', 'yer', 'bağlayan', 'akordeon', 'kötü', 'bir', 'plastik', 'yapıl', 'çirkin', '', 'yer', 'kalitesiz', 'plastik', 'yapıl', 'ay', 'bekle', 'oğul', 'heves', 'kurt', 'fakat', 'beğen', 'içim', '', 'kullanmak', 'iste', 'yüzde', 'iade', '', 'isteyen', 'tavsiye', '', 'firma', 'bir', 'alışveriş', 'yapma', 'düşün']"
Sandalye kırık geldi. İhtiyacım olmasa iade edecektim. Kısa süre kullanıp çöpe atılacak bir ürün. Görseldeki gibi de değil. Eksik parçaları saymıyorum bile,"['sandalye', 'kırık', 'gel', 'ihtiyaç', 'ol', 'iade', 'edecek', 'kısa', 'süre', 'kullanıp', 'çöp', 'atıl', 'bir', 'ürün', 'görsel', 'değil', 'eksik', 'parça', 'say', 'bile']"
Ürünün sünger bölümü deriden kaplama yapılmış. Bu da uzun süre oturmalarda terleme yapacağından iade ediyorum. Çok kaliteli bişi beklemeyin. Ben hiç beğenmedim maalesef. Ben bunun iadesini gerçekleştirdikten sonra gidip sandalyemi kendi yerinden çeşitlerine bakarak dokunarak görerek içime sine sine almaya karar verdim. Görseller ve yorumlar oldukça yanıltıcı.,"['ürün', 'sünger', 'bölüm', 'deri', 'kapla', 'yapıl', 'uzun', 'süre', 'oturma', 'terle', 'yapacak', 'iade', 'et', 'kaliteli', 'bişi', 'bekle', 'ben', 'beğen', 'maalesef', 'ben', 'bun', 'iade', 'gerçekleştirdik', 'sonra', 'gidip', 'sandalye', 'kendi', 'yerinde', 'çeşit', 'bakarak', 'dokunarak', 'görerek', 'içim', 'sine', 'sine', 'al', 'karar', 'verdi', 'görsel', 'yorum', 'oldukça', 'yanıltıcı']"
Fiyatına göre oldukça güzel ve sağlam,"['fiyat', 'göre', 'oldukça', 'güzel', 'sağlam']"
"Ürün çok kaliteli değil,içinden montajı için gerekli vidaları bile çïkmadı kendimiz vida bulmak zorunda kaldık.paketlemede çok düzgün değildi.","['ürün', 'kaliteli', '', 'montaj', 'gerekli', 'vidalar', 'bile', '', 'kendi', 'vida', 'bulmak', 'zorun', '', 'düzgün', 'değil']"
Ürün geçte olsa geldi. Fakat peketleme çok çok çok kötü en azından bir kutuda olabilirdi. Fiyatı ürüne göre çok. Ama uzun vadeli olmasada kullanılabilir.,"['ürün', 'geçt', 'ol', 'gel', 'fakat', '', 'kötü', 'azı', 'bir', 'kutu', 'olabilir', 'fiyat', 'ürün', 'göre', 'uzun', 'vadeli', '', 'kullanılabil']"
fena değil ama çok küçük ebatı küçük çocuk koltuğu gibi fena sayılmaz paketleme daha düzenli olabilirdi,"['fena', 'değil', 'küçük', '', 'küçük', 'çocuk', 'koltuk', 'fena', 'sayıl', 'paketle', 'düzenli', 'olabilir']"
"Paketleme hiç güzel değildi. Kurulum da kolaydı ama ilk başta biraz düşündürdü. Kurulumu gösteren bi kağıt vardır diye düşünmüştüm ama yoktu. Küçük ve sert. Arkaya doğru yaslanılmıyor, dik. Sanırım iade edeceğim","['paketle', 'güzel', 'değil', 'kurulu', 'kolay', 'ilk', 'başta', 'biraz', 'düşündür', 'kurulu', 'gösteren', '', 'kâğıt', 'var', 'düşün', 'yoktu', 'küçük', 'sert', 'arka', 'doğru', 'yaslanıl', 'dik', 'san', 'iade', 'edecek']"
Yorumlara güvenip aldım ama plastiği çok kalitesiz daha kurulumu yaparken çatladı kurulumu yapmak da kolay olmadı bir öğrenci olarak ama kargo hızlıydı,"['yorum', 'güvenip', 'al', 'plastik', 'kalitesiz', 'kurulu', 'yap', 'çatla', 'kurulu', 'yapmak', 'kolay', 'ol', 'bir', 'öğrenci', 'olarak', 'kargo', 'hızlı']"
"Üründen kalite beklentiniz varsa, yanlış tercih. İndirimsiz diye gösterilen fiyata kesinlikle alınmaz, indirimle vs. de ancak idare eder bir tercih. Ucuz, bozulursa sorun olmayacak, kalite amacı olmayan kullanımlar için ancak alınır. Bunun dışında firma hızlı, hemen elimize ulaştı ürün, o bakımdan olumlu (zaten çalışır durumda olmasından 1, hızlı gelmesinden 1 yıldız veriyorum).","['ürün', 'kalite', 'beklenti', 'var', 'yanlış', 'tercih', 'indirimsiz', 'gösterilen', 'fiyat', 'kesinlik', 'alın', 'indirim', '', 'ancak', 'idare', 'eder', 'bir', 'tercih', 'ucuz', 'bozul', 'sorun', 'ol', 'kalite', 'amaç', 'olmayan', 'kullanım', 'ancak', 'alın', 'bun', 'dış', 'firma', 'hızlı', 'hemen', 'el', 'ulaş', 'ürün', 'bakımdan', 'olumlu', 'zaten', 'çalış', 'durum', 'olma', 'hızlı', 'gelme', 'yıldız', 'ver']"
parasi kadar kaliteli. tekerleri takmak biraz guc istiyor.Ha kirildi ha kirilacak.Takarken dikkatli olunmali.,"['', 'kadar', 'kaliteli', 'teker', 'takmak', 'biraz', '', '', 'Kiril', 'ha', '', 'dikkatli', '']"
Aşırı ses yapıyor. Paraya kıyıp düzgün bir şey alın. Bu fiyata anca bu kadar olur,"['aşırı', 'ses', 'yap', 'para', 'kıyıp', 'düzgün', 'bir', 'al', 'fiyat', 'anca', 'kadar', 'olur']"
Fiyata göre makul ancak biraz daha özenli olabilirdi yani biraz daha:/,"['fiyat', 'göre', 'makul', 'ancak', 'biraz', 'özenli', 'olabilir', 'biraz']"
ahım şahım bir ürün değil kargo cular yorulmasin diye iade etmedim,"['ah', 'şah', 'bir', 'ürün', 'değil', 'kargo', '', '', 'iade', 'et']"
Kolayca kurulumunu yaptık çok basit güzel fakat rahat değil bunu düşünerek alın derim,"['kolay', 'kurulum', 'yap', 'basit', 'güzel', 'fakat', 'rahat', 'değil', 'bun', 'düşünerek', 'al', 'deri']"
ürün hasarlı geldi arka yaşlanma yeri eğri ve plastik kısmı çatlak geldi,"['ürün', 'hasarlı', 'gel', 'arka', 'yaşlan', 'yer', 'eğri', 'plastik', 'kısım', 'çatlak', 'gel']"
Sandalyenin kalite mükemmel deği ama bu fiyata işi görür,"['sandalye', 'kalite', 'mükemmel', '', 'fiyat', 'iş', 'gör']"
ara baglantisi yok yay kolu var ama yay sistemi yok,"['ara', '', 'yok', 'yay', 'kol', 'var', 'yay', 'sistem', 'yok']"
Ofis için uygun değıl çok küçük çocuklara çalışma koltuğu olur ancak,"['ofis', 'uygun', '', 'küçük', 'çocuk', 'çalış', 'koltuk', 'olur', 'ancak']"
ürün iyi ve kullanışlı...Aras kargo berbat...2 saat sıra bekleyerek ürünü aldık,"['ürün', 'iyi', '', 'kargo', 'berbat', 'saat', 'sıra', 'bekleyerek', 'ürün', 'al']"
Fena değil ama keşke oturma yeri biraz daha derin olsa,"['fena', 'değil', 'keşke', 'otur', 'yer', 'biraz', 'derin', 'ol']"
"Kargo biraz gec gelmisti,Sandelye fiyatında göre idare eder.","['kargo', 'biraz', '', '', 'fiyat', 'göre', 'idare', 'eder']"
Resimdekinin aynı. Oturma yeri çok sert uzun süre oturulduğu da rahatsız ediyo,"['resim', 'aynı', 'otur', 'yer', 'sert', 'uzun', 'süre', 'oturulduk', 'rahatsız', 'et']"
Güzel ürün kullanımı ve kurulumu gaye4 kolaydı fakat tekerlekler çok sağlam durmuyor,"['güzel', 'ürün', 'kullanım', 'kurulu', 'gaye', 'kolay', 'fakat', 'tekerlek', 'sağlam', 'dur']"
2. sınıfa giden oğlum için aldık orta halli iş görür,"['sınıf', 'giden', 'oğul', 'al', 'orta', 'hal', 'iş', 'gör']"
oturma yeri çok rahat değil gayet uygun fiyata ihtiyaçları karşılayan bir ürün beğendim??,"['otur', 'yer', 'rahat', 'değil', 'gayet', 'uygun', 'fiyat', 'ihtiyaç', 'karşılayan', 'bir', 'ürün', 'beğen']"
Rahat ama esnek degil yinede fiatına göre normal bi ürün,"['rahat', 'esnek', '', 'yine', 'Fiat', 'göre', 'normal', '', 'ürün']"
Ürünün oturma yeri çok küçük. Daha çok çocuklar için.,"['ürün', 'otur', 'yer', 'küçük', 'çocuk']"
"Kalitesi hoşuma gitmedi, iade ettim ama kaliteyi sorun etmeyecek herkese tavsiye ederim.","['kalite', 'hoş', 'git', 'iade', 'et', 'kalite', 'sorun', 'et', 'herkes', 'tavsiye', 'eder']"
oturma ve yaslanma yerleri çok sert. kalan kısımları güzel.,"['otur', 'yaslan', 'yer', 'sert', 'kalan', 'kısım', 'güzel']"
F/P ürünü çocuklar için ideal.Çok kalite beklemeyin.İş görür yinede,"['', 'ürün', 'çocuk', '', 'kalite', '', 'gör', 'yine']"
Fiyatına göre normal biraz küçük gibi geldi ve bir parçası eksik geldi ama o parçasız da iş görüyor,"['fiyat', 'göre', 'normal', 'biraz', 'küçük', 'gel', 'bir', 'parça', 'eksik', 'gel', 'parçasız', 'iş', 'gör']"
Ürün biraz dandik plastık olması kötü ama iş görür,"['ürün', 'biraz', 'dandik', '', 'olma', 'kötü', 'iş', 'gör']"
oturma ve yaslanma yerleri çok sert. kalan kısımları güzel.,"['otur', 'yaslan', 'yer', 'sert', 'kalan', 'kısım', 'güzel']"
Ürün biraz dandik plastık olması kötü ama iş görür,"['ürün', 'biraz', 'dandik', '', 'olma', 'kötü', 'iş', 'gör']"
Küçük ama fiyatına göre uygun güzel bir ürün,"['küçük', 'fiyat', 'göre', 'uygun', 'güzel', 'bir', 'ürün']"
ürünün fiyatına gore kaliteli güzel bir urun,"['ürün', 'fiyat', '', 'kaliteli', 'güzel', 'bir', 'ur']"
Ürün kurulumu kolay fiyat performans iyi,"['ürün', 'kurulu', 'kolay', 'fiyat', 'performans', 'iyi']"
Ürünün fiyatı uygun ve beklediğim gibi geldi,"['ürün', 'fiyat', 'uygun', 'bekledik', 'gel']"
6 yaşında oğlum için aldım çok iyi oldu,"['yaş', 'oğul', 'al', 'iyi', 'oldu']"
Fena değil ama boyutu çok büyük değil.,"['fena', 'değil', 'boyut', 'büyük', 'değil']"
kurulumu kolay ve kaliteli.,"['kurulu', 'kolay', 'kaliteli']"
Kurulumu kolay küçük odalar için ideal koltuk,"['kurulu', 'kolay', 'küçük', 'oda', 'ideal', 'koltuk']"
Fazla rahat değil ama fiyat performans,"['fazla', 'rahat', 'değil', 'fiyat', 'performans']"
İyi ürün biraz sert ama güzel,"['iyi', 'ürün', 'biraz', 'sert', 'güzel']"
Beğendik kurulumu kolay hızlı teslimat,"['beğen', 'kurulu', 'kolay', 'hızlı', 'teslimat']"
Paketlemeyi beğenemedim,"['paketleme', 'beğen']"
kurulumu kolay beğendim,"['kurulu', 'kolay', 'beğen']"
Ürün fiyatına göre iyi,"['ürün', 'fiyat', 'göre', 'iyi']"
"güzel ürün, kuruluşu zor","['güzel', 'ürün', 'kuruluş', 'zor']"
Orta kalitede. Hiç fena değil,"['orta', 'kalite', 'fena', 'değil']"
Biz siyah istedik mavi geldi ama iyi kullanıyoruz,"['siyah', 'iste', 'mavi', 'gel', 'iyi', 'kullan']"
Ürün iyi beklentilerimi karşıladı,"['ürün', 'iyi', 'beklenti', 'karşıla']"
Göründüğünden daha ufak ama iş görür,"['göründüğünde', 'ufak', 'iş', 'gör']"
İdare eder türden fazla bir şey beklememek gerek,"['idare', 'eder', 'tür', 'fazla', 'bir', 'beklememek', 'gerek']"
çok kaliteli olmasa da idare eder,"['kaliteli', 'ol', 'idare', 'eder']"
kızım icin ideal..odasina aldik guzel,"['kızım', '', '', '', '']"
fiyatına göre iyi bir ürün.,"['fiyat', 'göre', 'iyi', 'bir', 'ürün']"
Fena değil ama boyutu çok büyük değil.,"['fena', 'değil', 'boyut', 'büyük', 'değil']"
Küçük ama fiyatına göre uygun güzel bir ürün,"['küçük', 'fiyat', 'göre', 'uygun', 'güzel', 'bir', 'ürün']"
Ürün kurulumu kolay fiyat performans iyi,"['ürün', 'kurulu', 'kolay', 'fiyat', 'performans', 'iyi']"
kurulumu kolay beğendim,"['kurulu', 'kolay', 'beğen']"
"fiyatına göre iyi, kurulumu basit oldu.","['fiyat', 'göre', 'iyi', 'kurulu', 'basit', 'oldu']"
fiyatına göre guzel ürün,"['fiyat', 'göre', '', 'ürün']"
ürün fiyatına göre gayet iyi,"['ürün', 'fiyat', 'göre', 'gayet', 'iyi']"
Bu fiyata anca bu,"['fiyat', 'anca']"
on numara beş yıldız,"['on', 'numara', 'beş', 'yıldız']"
tek kelime harika,"['tek', 'kelime', 'harika']"
Sağlam ürün,"['sağlam', 'ürün']"
Cok rahat,"['', 'rahat']"
cok kullanisli,"['', '']"
Süper bir sandalye,"['süper', 'bir', 'sandalye']"
çok güzel ürün,"['güzel', 'ürün']"
beğendim ıyi,"['beğen', '']"
kullanışlı güzel,"['kullanışlı', 'güzel']"
Güzel rahat Bi ürün,"['güzel', 'rahat', '', 'ürün']"
Çok iyi ????,['iyi']
Gayet güzel,"['gayet', 'güzel']"
on numara beş yıldız,"['on', 'numara', 'beş', 'yıldız']"
Harika çok beğendik,"['harika', 'beğen']"
Güzel ve rahat,"['güzel', 'rahat']"
Gayet güzel,"['gayet', 'güzel']"
kullanışlı güzel.,"['kullanışlı', 'güzel']"
Ürünü begendik,"['ürün', '']"
Çok güzel begendim,"['güzel', '']"
Beğendim fena değil,"['beğen', 'fena', 'değil']"
urunu cok begendim,"['ur', '', '']"
Rahat ve güzel ??,"['rahat', 'güzel']"
Uygun ve kullanışlı,"['uygun', 'kullanışlı']"
beğendim çok güzel,"['beğen', 'güzel']"
Gayet basarili,"['gayet', 'basarili']"
güzel bir ürün,"['güzel', 'bir', 'ürün']"
güzel ürün beğendik,"['güzel', 'ürün', 'beğen']"
Gerçekten güzelmiş.,"['gerçekten', 'güzel']"
Güzel beğendim,"['güzel', 'beğen']"
Tesekkurler,['']
cocuklar için sahane,"['', '']"
saglam bir urun.,"['', 'bir', 'ur']"
kurulumu kolay guzel,"['kurulu', 'kolay', '']"
güzel ürün,"['güzel', 'ürün']"
gayet güzel,"['gayet', 'güzel']"
Şık ve rahat,"['şık', 'rahat']"
rahat ve güzel,"['rahat', 'güzel']"
Mükemmel ötesi,"['mükemmel', 'öte']"
Ürün hem fiyatı uygun hem kalitesi süper olsa bukadar olur,"['ürün', 'fiyat', 'uygun', 'kalite', 'süper', 'ol', '', 'olur']"
kaliteli bir ürün. fiyatına göre gayet iyi. memnun kaldık.,"['kaliteli', 'bir', 'ürün', 'fiyat', 'göre', 'gayet', 'iyi', 'memnun', 'kal']"
Ürün çok ufak olduğu için iade ettim paketleme çok kötüydü ben iade ederken firmadan daha özenli paketledim ürünü paketlemek için ayrıca kaplayıcı naylon ve koli aldım,"['ürün', 'ufak', 'olduk', 'iade', 'et', 'paketle', 'kötü', 'ben', 'iade', 'eder', 'firma', 'özenli', 'paketle', 'ürün', 'paketlemek', 'ayrı', 'kaplayıcı', 'naylon', 'koli', 'al']"
Çok kalitesiz süngeri çok ince ve kaplaması çok basit bir deriden yapılmış monte etiğim için geri iade edemedim bağlantı yerleri sıkı geçme sökemedim,"['kalitesiz', 'sünger', 'ince', 'kaplama', 'basit', 'bir', 'deri', 'yapıl', 'monte', 'etik', 'geri', 'iade', 'et', 'bağlantı', 'yer', 'sıkı', 'geç', 'sök']"
"Üründen hiç memnun kalmadım , ürün kurulum şeması ile gelmedi zorlandık kurarken özellikle tekerleklerin takımında, bağlantı yerleri sağlam değil","['ürün', 'memnun', 'kal', 'ürün', 'kurulu', 'şema', 'gel', 'zorlan', 'kur', 'özellik', 'tekerlek', 'takım', 'bağlantı', 'yer', 'sağlam', 'değil']"
ürünü teslim aldık ama fırsatımız olmadığı için acmamistik. açınca gördük ki sırt plastik kısmı kırık iade talep ettim ama vakit olmadığı için goturemedim. hayal kırıklığı oldu bu ürün Bizim için.,"['ürün', 'teslim', 'al', 'fırsat', 'olmadık', '', 'açınca', 'gör', 'sırt', 'plastik', 'kısım', 'kırık', 'iade', 'talep', 'et', 'vakit', 'olmadık', '', 'hayal', 'kırıklık', 'oldu', 'ürün', 'biz']"
Ürün geldi yalnız arka tarafı çatlak ve kırıktı tekerlekleri arızalıydı hiç memnun kalmadım tavsiye etmiyorum gerçekten,"['ürün', 'gel', 'yalnız', 'arka', 'taraf', 'çatlak', 'kırık', 'tekerlek', 'arızalı', 'memnun', 'kal', 'tavsiye', 'et', 'gerçekten']"
gösterilen ofis sandalyesi kumaş oyuzden sipariş etmiştim ama elime gelen ürün deri ver güzel bi ürün değil,"['gösterilen', 'ofis', 'sandalye', 'kumaş', '', 'sipariş', 'et', 'elim', 'gelen', 'ürün', 'deri', 'ver', 'güzel', '', 'ürün', 'değil']"
Fiyatına göre Kaliteli,"['fiyat', 'göre', 'kaliteli']"
Fiyatına göre gayet güzel,"['fiyat', 'göre', 'gayet', 'güzel']"
Fiyatına göre harika bir ürün,"['fiyat', 'göre', 'harika', 'bir', 'ürün']"
Çok kötü paketlenmişti. Sırt dayama kısmının kenarları hasar bile görmüştü. Süngeri yeterince yumuşak değildi.. Çok kaliteli zaten beklemiyordum ama yine de beklentimin altında kaldı. İade ettim,"['kötü', 'paketlen', 'sırt', 'daya', 'kısım', 'kenar', 'hasar', 'bile', 'gör', 'sünger', 'yeterince', 'yumuşak', 'değil', 'kaliteli', 'zaten', 'bekle', 'yine', 'beklenti', 'altın', 'kal', 'iade', 'et']"
üründe arkaya yaşlanma özelliği yok beli agriyanlar yada uzun süre masa başında çalışanlar için uygun değil,"['ürün', 'arka', 'yaşlan', 'özellik', 'yok', 'beli', '', 'yad', 'uzun', 'süre', 'masa', 'baş', 'çalışan', 'uygun', 'değil']"
Ürünün kurulumu kolay fakat çok plastik ve kaliteli değil. Sanki her an kırılacakmış gibi. Onun dışında koltuğu güzel ama çok ağırlık kaldıramaz.,"['ürün', 'kurulu', 'kolay', 'fakat', 'plastik', 'kaliteli', 'değil', 'an', 'kırıl', 'on', 'dış', 'koltuk', 'güzel', 'ağırlık', 'kaldır']"
Çok kötü paketlenmişti. Sırt dayama kısmının kenarları hasar bile görmüştü. Süngeri yeterince yumuşak değildi.. Çok kaliteli zaten beklemiyordum ama yine de beklentimin altında kaldı. İade ettim,"['kötü', 'paketlen', 'sırt', 'daya', 'kısım', 'kenar', 'hasar', 'bile', 'gör', 'sünger', 'yeterince', 'yumuşak', 'değil', 'kaliteli', 'zaten', 'bekle', 'yine', 'beklenti', 'altın', 'kal', 'iade', 'et']"
plastik aksamı çok kalitesiz. ağır bir kokusu var. çocuğum için aldım ama bu şekilde kullanması sağlığına zarar verir. kendim kullanacağım artık. çocuğuna daha kaliteli bir sandalye alacağım.,"['plastik', 'aksam', 'kalitesiz', 'ağır', 'bir', 'koku', 'var', 'çocuk', 'al', 'şekil', 'kullanma', 'sağlık', 'zarar', 'ver', 'kendi', 'kullan', 'artık', 'çocuk', 'kaliteli', 'bir', 'sandalye', 'alacak']"
paketleme berbat. mutfak sitrecine sarıp gondermişler.,"['paketle', 'berbat', 'mutfak', '', 'sarıp', '']"
Kalitesi beklediğimiz gibi değildi o yüzden iade ettik.,"['kalite', 'bekledik', 'değil', 'yüzde', 'iade', 'et']"
"Kargo süresi beklediğinizden uzun sürebilir, ürün de vasat kalitede geldi","['kargo', 'süre', 'bekledik', 'uzun', 'sürebil', 'ürün', 'vasat', 'kalite', 'gel']"
üretim gelişigüzel yapılmış. elimdeki metal talaşını çıkarmaya çalışıyorum.,"['üretim', 'gelişigüzel', 'yapıl', 'elim', 'metal', 'talaş', 'çıkar', 'çalış']"
Boyları çok küçük ve oturma yeri de küçük çocuk için ideal olabilir ama ofislik malzeme değiller,"['boy', 'küçük', 'otur', 'yer', 'küçük', 'çocuk', 'ideal', 'olabilir', 'ofislik', 'malzeme', 'değil']"
"yani aslında çok da iyi değil, ben fazla beğenmedim sırt yaslama bölümü biraz kötü","['iyi', 'değil', 'ben', 'fazla', 'beğen', 'sırt', 'yasla', 'bölüm', 'biraz', 'kötü']"
Sırt kısmı sert.Biraz daha yumuşak olsaydı daha iyi puan verirdim.,"['sırt', 'kısım', '', 'yumuşak', 'ol', 'iyi', 'puan', 'ver']"
Ürün göründüğünden küçük onun dışında sıkıntısı yok,"['ürün', 'göründüğünde', 'küçük', 'on', 'dış', 'sıkıntı', 'yok']"
"idare eder,cok fazla beklentide olmamak lazim","['idare', '', 'fazla', 'beklenti', 'olmamak', '']"
